"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","O-H32_Brunei","O-H5_Pakistan","O109H51_Pakistan","O16H48_Indonesia","O1H7_Pakistan","O1K1H7_Korea","O25H4_Denmark","O2K1H5_IMT5155_China","O2K1H5_Korea","O36H5_Pakistan","O76_O8H9_China","O78H4_Australia","O78H4_Korea","O78H51_Korea","O78H9_China","O78H9_HPVN24_VN","O78H9_IMT2125_UK","O78_US","O82H8_Thailand","O8H25_Laos","O9H21_China"
"group_1567","","hypothetical protein","21","21","1","52","3154","","","","329","356","330","OH32Brunei_04258","OH5Pakistan_04484","O109H51Pakistan_04781","O16H48Indonesia_04186","O1H7Pakistan_04616","O1K1H7Korea_04726","O25H4Denmark_02865","O2K1H5China_02503","O2K1H5Korea_04858","O36H5Pakistan_04435","O76O8H9China_03870","O78H4Australia_02789","O78H4Korea_04743","O78H51Korea_00055","O78H9China_01034","O78H9HPVN24_04421","O78H9IMT2125UK_04476","O78US_00305","O82H8Thailand_01634","O8H25Laos_00560","O9H21China_04531"
"group_1577","","hypothetical protein","21","21","1","52","3264","","","","737","737","737","OH32Brunei_04388","OH5Pakistan_04565","O109H51Pakistan_04854","O16H48Indonesia_04121","O1H7Pakistan_04709","O1K1H7Korea_04819","O25H4Denmark_02959","O2K1H5China_02408","O2K1H5Korea_04951","O36H5Pakistan_04512","O76O8H9China_02672","O78H4Australia_02659","O78H4Korea_04812","O78H51Korea_05053","O78H9China_01167","O78H9HPVN24_04308","O78H9IMT2125UK_04402","O78US_00215","O82H8Thailand_03275","O8H25Laos_00492","O9H21China_04599"
"rluF","","23S rRNA pseudouridine 2604 synthase","21","21","1","52","3275","","","","776","935","870","OH32Brunei_04397","OH5Pakistan_04574","O109H51Pakistan_04865","O16H48Indonesia_04113","O1H7Pakistan_04718","O1K1H7Korea_04828","O25H4Denmark_02968","O2K1H5China_02399","O2K1H5Korea_04960","O36H5Pakistan_04521","O76O8H9China_02661","O78H4Australia_02650","O78H4Korea_04821","O78H51Korea_05041","O78H9China_01178","O78H9HPVN24_04296","O78H9IMT2125UK_04391","O78US_00204","O82H8Thailand_03286","O8H25Laos_00481","O9H21China_04610"
"ycbX","","protein involved in base analog detoxification","21","21","1","52","8819","","","","1043","1109","1103","OH32Brunei_04728","OH5Pakistan_03023","O109H51Pakistan_03226","O16H48Indonesia_00969","O1H7Pakistan_03143","O1K1H7Korea_03219","O25H4Denmark_03326","O2K1H5China_03948","O2K1H5Korea_03364","O36H5Pakistan_03052","O76O8H9China_02300","O78H4Australia_04309","O78H4Korea_03165","O78H51Korea_01589","O78H9China_00618","O78H9HPVN24_01052","O78H9IMT2125UK_01062","O78US_01829","O82H8Thailand_04899","O8H25Laos_01899","O9H21China_03045"
"group_1606","","hypothetical protein","21","21","1","52","11063","","","","893","893","893","OH32Brunei_04783","OH5Pakistan_02366","O109H51Pakistan_02736","O16H48Indonesia_01507","O1H7Pakistan_02565","O1K1H7Korea_02644","O25H4Denmark_04550","O2K1H5China_04719","O2K1H5Korea_02777","O36H5Pakistan_02528","O76O8H9China_02836","O78H4Australia_04862","O78H4Korea_02555","O78H51Korea_02065","O78H9China_04624","O78H9HPVN24_01530","O78H9IMT2125UK_01559","O78US_02312","O82H8Thailand_04071","O8H25Laos_02417","O9H21China_02565"
"nhoA","","N-hydroxyarylamine O-acetyltransferase","21","21","1","52","11064","","","","845","845","845","OH32Brunei_04784","OH5Pakistan_02365","O109H51Pakistan_02737","O16H48Indonesia_01506","O1H7Pakistan_02566","O1K1H7Korea_02645","O25H4Denmark_04551","O2K1H5China_04720","O2K1H5Korea_02778","O36H5Pakistan_02529","O76O8H9China_02837","O78H4Australia_04861","O78H4Korea_02556","O78H51Korea_02064","O78H9China_04623","O78H9HPVN24_01529","O78H9IMT2125UK_01558","O78US_02311","O82H8Thailand_04070","O8H25Laos_02416","O9H21China_02566"
"ycjT","","putative hydrolase","21","21","1","52","10385","","","","2267","2267","2267","OH32Brunei_04836","OH5Pakistan_02588","O109H51Pakistan_02862","O16H48Indonesia_01359","O1H7Pakistan_02660","O1K1H7Korea_02737","O25H4Denmark_03641","O2K1H5China_04812","O2K1H5Korea_02875","O36H5Pakistan_02687","O76O8H9China_01938","O78H4Australia_04681","O78H4Korea_02727","O78H51Korea_01941","O78H9China_02084","O78H9HPVN24_01413","O78H9IMT2125UK_01434","O78US_02192","O82H8Thailand_00370","O8H25Laos_02257","O9H21China_02693"
"yciW","","putative oxidoreductase","21","21","1","52","10352","","","","1127","1127","1127","OH32Brunei_04864","OH5Pakistan_02620","O109H51Pakistan_02891","O16H48Indonesia_01330","O1H7Pakistan_02687","O1K1H7Korea_02764","O25H4Denmark_03615","O2K1H5China_04839","O2K1H5Korea_02901","O36H5Pakistan_02717","O76O8H9China_01967","O78H4Australia_04648","O78H4Korea_02760","O78H51Korea_01912","O78H9China_02113","O78H9HPVN24_01383","O78H9IMT2125UK_01404","O78US_02163","O82H8Thailand_00340","O8H25Laos_02228","O9H21China_02722"
"treA","","periplasmic trehalase","21","21","1","52","10233","","","","1478","1697","1686","OH32Brunei_04968","OH5Pakistan_02743","O109H51Pakistan_02992","O16H48Indonesia_01229","O1H7Pakistan_02849","O1K1H7Korea_02925","O25H4Denmark_04447","O2K1H5China_04938","O2K1H5Korea_03065","O36H5Pakistan_02824","O76O8H9China_02068","O78H4Australia_04550","O78H4Korea_02925","O78H51Korea_01812","O78H9China_04527","O78H9HPVN24_01283","O78H9IMT2125UK_01302","O78US_02064","O82H8Thailand_01547","O8H25Laos_02125","O9H21China_02820"
"ycgR","","molecular brake that regulates flagellar motility in response to c-di-GMP","21","21","1","52","10230","","","","734","734","734","OH32Brunei_04971","OH5Pakistan_02746","O109H51Pakistan_02995","O16H48Indonesia_01226","O1H7Pakistan_02857","O1K1H7Korea_02933","O25H4Denmark_04455","O2K1H5China_04946","O2K1H5Korea_03074","O36H5Pakistan_02827","O76O8H9China_02071","O78H4Australia_04542","O78H4Korea_02933","O78H51Korea_01809","O78H9China_04530","O78H9HPVN24_01280","O78H9IMT2125UK_01299","O78US_02061","O82H8Thailand_01544","O8H25Laos_02122","O9H21China_02823"
"ycfT","","putative transport protein","21","21","1","52","10154","","","","1073","1073","1073","OH32Brunei_05055","OH5Pakistan_02806","O109H51Pakistan_03054","O16H48Indonesia_01146","O1H7Pakistan_02980","O1K1H7Korea_03056","O25H4Denmark_03547","O2K1H5China_04113","O2K1H5Korea_03200","O36H5Pakistan_02886","O76O8H9China_02128","O78H4Australia_04484","O78H4Korea_02991","O78H51Korea_01752","O78H9China_00790","O78H9HPVN24_01221","O78H9IMT2125UK_01237","O78US_02001","O82H8Thailand_00974","O8H25Laos_02064","O9H21China_02881"
"ycfL","","putative protein","21","21","1","52","10143","","","","353","377","372","OH32Brunei_05066","OH5Pakistan_02817","O109H51Pakistan_03066","O16H48Indonesia_01134","O1H7Pakistan_02991","O1K1H7Korea_03067","O25H4Denmark_03536","O2K1H5China_04102","O2K1H5Korea_03211","O36H5Pakistan_02897","O76O8H9China_02140","O78H4Australia_04473","O78H4Korea_03002","O78H51Korea_01740","O78H9China_00778","O78H9HPVN24_01209","O78H9IMT2125UK_01225","O78US_01989","O82H8Thailand_00986","O8H25Laos_02052","O9H21China_02893"
"ymdA","","putative protein","21","21","1","52","10080","","","","311","311","311","OH32Brunei_05128","OH5Pakistan_02879","O109H51Pakistan_03129","O16H48Indonesia_01071","O1H7Pakistan_03053","O1K1H7Korea_03129","O25H4Denmark_03474","O2K1H5China_04039","O2K1H5Korea_03273","O36H5Pakistan_02959","O76O8H9China_02202","O78H4Australia_04405","O78H4Korea_03072","O78H51Korea_01678","O78H9China_00716","O78H9HPVN24_01148","O78H9IMT2125UK_01161","O78US_01927","O82H8Thailand_01048","O8H25Laos_01990","O9H21China_02955"
"group_1636","","hypothetical protein","21","21","1","52","1798","","","","791","1085","1067","OH32Brunei_05248","OH5Pakistan_00400","O109H51Pakistan_00577","O16H48Indonesia_03422","O1H7Pakistan_00506","O1K1H7Korea_00383","O25H4Denmark_02447","O2K1H5China_01657","O2K1H5Korea_00415","O36H5Pakistan_00493","O76O8H9China_04550","O78H4Australia_01851","O78H4Korea_00471","O78H51Korea_04254","O78H9China_02415","O78H9HPVN24_03606","O78H9IMT2125UK_03680","O78US_04342","O82H8Thailand_04677","O8H25Laos_04435","O9H21China_00372"
"yhfW","","putative mutase","21","21","1","52","1793","","","","1226","1226","1226","OH32Brunei_05252","OH5Pakistan_00396","O109H51Pakistan_00573","O16H48Indonesia_03426","O1H7Pakistan_00502","O1K1H7Korea_00379","O25H4Denmark_02443","O2K1H5China_01661","O2K1H5Korea_00411","O36H5Pakistan_00489","O76O8H9China_04554","O78H4Australia_01855","O78H4Korea_00467","O78H51Korea_04259","O78H9China_02419","O78H9HPVN24_03610","O78H9IMT2125UK_03684","O78US_04346","O82H8Thailand_04681","O8H25Laos_04439","O9H21China_00368"
"yhfX","","putative amino acid racemase","21","21","1","52","1792","","","","1163","1163","1163","OH32Brunei_05253","OH5Pakistan_00395","O109H51Pakistan_00572","O16H48Indonesia_03427","O1H7Pakistan_00501","O1K1H7Korea_00378","O25H4Denmark_02442","O2K1H5China_01662","O2K1H5Korea_00410","O36H5Pakistan_00488","O76O8H9China_04555","O78H4Australia_01856","O78H4Korea_00466","O78H51Korea_04260","O78H9China_02420","O78H9HPVN24_03611","O78H9IMT2125UK_03685","O78US_04347","O82H8Thailand_04682","O8H25Laos_04440","O9H21China_00367"
"hofQ","","protein involved in utilization of DNA as a carbon source","21","21","1","52","1782","","","","941","1208","1195","OH32Brunei_05263","OH5Pakistan_00384","O109H51Pakistan_00562","O16H48Indonesia_03437","O1H7Pakistan_00491","O1K1H7Korea_00368","O25H4Denmark_02432","O2K1H5China_01672","O2K1H5Korea_00400","O36H5Pakistan_00478","O76O8H9China_04565","O78H4Australia_01866","O78H4Korea_00456","O78H51Korea_04270","O78H9China_02430","O78H9HPVN24_03621","O78H9IMT2125UK_03695","O78US_04357","O82H8Thailand_04692","O8H25Laos_04450","O9H21China_00357"
"hofM","","protein involved in utilization of DNA as a carbon source","21","21","1","52","1777","","","","443","779","760","OH32Brunei_05267","OH5Pakistan_00380","O109H51Pakistan_00558","O16H48Indonesia_03441","O1H7Pakistan_00487","O1K1H7Korea_00364","O25H4Denmark_02428","O2K1H5China_01676","O2K1H5Korea_00396","O36H5Pakistan_00474","O76O8H9China_04569","O78H4Australia_01870","O78H4Korea_00452","O78H51Korea_04274","O78H9China_02434","O78H9HPVN24_03625","O78H9IMT2125UK_03699","O78US_04361","O82H8Thailand_04696","O8H25Laos_04454","O9H21China_00353"
"cedA","","cell division modulator","21","21","1","52","11456","","","","242","266","259","OH32Brunei_03686","OH5Pakistan_02149","O109H51Pakistan_02418","O16H48Indonesia_01790","O1H7Pakistan_02336","O1K1H7Korea_02411","O25H4Denmark_01724","O2K1H5China_04482","O2K1H5Korea_02543","O36H5Pakistan_02254","O76O8H9China_00599","O78H4Australia_05070","O78H4Korea_02260","O78H51Korea_02371","O78H9China_01571","O78H9HPVN24_01809","O78H9IMT2125UK_01843","O78US_02614","O82H8Thailand_04328","O8H25Laos_02709","O9H21China_02241"
"group_1689","","hypothetical protein","21","21","1","52","3136","","","","866","878","877","OH32Brunei_04234","OH5Pakistan_04459","O109H51Pakistan_04761","O16H48Indonesia_04205","O1H7Pakistan_04596","O1K1H7Korea_04706","O25H4Denmark_02845","O2K1H5China_02523","O2K1H5Korea_04838","O36H5Pakistan_04411","O76O8H9China_03889","O78H4Australia_02810","O78H4Korea_04723","O78H51Korea_00074","O78H9China_01015","O78H9HPVN24_04440","O78H9IMT2125UK_04495","O78US_00324","O82H8Thailand_01654","O8H25Laos_00579","O9H21China_04512"
"evgS","","Sensor protein EvgS","21","21","1","52","4672","","","","1787","3596","3502","OH32Brunei_00370","OH5Pakistan_01453","O109H51Pakistan_01752","O16H48Indonesia_02426","O1H7Pakistan_01589","O1K1H7Korea_01645","O25H4Denmark_00201","O2K1H5China_00555","O2K1H5Korea_01664","O36H5Pakistan_01552","O76O8H9China_03272","O78H4Australia_00607","O78H4Korea_01514","O78H51Korea_03140","O78H9China_01798","O78H9HPVN24_02563","O78H9IMT2125UK_02516","O78US_03273","O82H8Thailand_01222","O8H25Laos_03393","O9H21China_01518"
"tolA","","The Colicin A Import System","21","21","1","52","9296","","","","1184","1310","1261","OH32Brunei_00587","OH5Pakistan_03374","O109H51Pakistan_03563","O16H48Indonesia_00755","O1H7Pakistan_03445","O1K1H7Korea_03505","O25H4Denmark_03037","O2K1H5China_03671","O2K1H5Korea_03588","O36H5Pakistan_03345","O76O8H9China_02601","O78H4Australia_04001","O78H4Korea_03465","O78H51Korea_01316","O78H9China_04368","O78H9HPVN24_00774","O78H9IMT2125UK_00750","O78US_01511","O82H8Thailand_00190","O8H25Laos_01639","O9H21China_03320"
"yohO","","small predicted membrane protein","21","21","1","52","12081","","","","107","107","107","OH32Brunei_00059","OH5Pakistan_01704","O109H51Pakistan_01977","O16H48Indonesia_02191","O1H7Pakistan_01836","O1K1H7Korea_01941","O25H4Denmark_02789","O2K1H5China_00248","O2K1H5Korea_01962","O36H5Pakistan_01788","O76O8H9China_00189","O78H4Australia_00367","O78H4Korea_01744","O78H51Korea_02865","O78H9China_00358","O78H9HPVN24_02243","O78H9IMT2125UK_02250","O78US_03015","O82H8Thailand_02716","O8H25Laos_03134","O9H21China_01758"
"yehX","","YehW/YehX/YehY/YehZ ABC transporter","21","21","1","52","12078","","","","926","926","926","OH32Brunei_00061","OH5Pakistan_01702","O109H51Pakistan_01975","O16H48Indonesia_02193","O1H7Pakistan_01834","O1K1H7Korea_01939","O25H4Denmark_02791","O2K1H5China_00250","O2K1H5Korea_01960","O36H5Pakistan_01786","O76O8H9China_00187","O78H4Australia_00369","O78H4Korea_01742","O78H51Korea_02867","O78H9China_00360","O78H9HPVN24_02245","O78H9IMT2125UK_02252","O78US_03017","O82H8Thailand_02714","O8H25Laos_03136","O9H21China_01756"
"osmF","","YehW/YehX/YehY/YehZ ABC transporter","21","21","1","52","12076","","","","917","944","918","OH32Brunei_00063","OH5Pakistan_01700","O109H51Pakistan_01973","O16H48Indonesia_02195","O1H7Pakistan_01832","O1K1H7Korea_01937","O25H4Denmark_02793","O2K1H5China_00252","O2K1H5Korea_01958","O36H5Pakistan_01784","O76O8H9China_00185","O78H4Australia_00371","O78H4Korea_01740","O78H51Korea_02869","O78H9China_00362","O78H9HPVN24_02247","O78H9IMT2125UK_02254","O78US_03019","O82H8Thailand_02712","O8H25Laos_03138","O9H21China_01754"
"mglB","","galactose ABC transporter - periplasmic binding protein","21","21","1","52","12057","","","","506","998","974","OH32Brunei_00083","OH5Pakistan_01680","O109H51Pakistan_01954","O16H48Indonesia_02215","O1H7Pakistan_01812","O1K1H7Korea_01917","O25H4Denmark_02813","O2K1H5China_00272","O2K1H5Korea_01938","O36H5Pakistan_01764","O76O8H9China_00166","O78H4Australia_00396","O78H4Korea_01721","O78H51Korea_02888","O78H9China_00381","O78H9HPVN24_02267","O78H9IMT2125UK_02274","O78US_03038","O82H8Thailand_03629","O8H25Laos_03157","O9H21China_01735"
"yeiL","","YeiL DNA-binding transcriptional activator","21","21","1","52","12042","","","","563","698","691","OH32Brunei_00096","OH5Pakistan_01667","O109H51Pakistan_01940","O16H48Indonesia_02228","O1H7Pakistan_01799","O1K1H7Korea_01904","O25H4Denmark_02825","O2K1H5China_00285","O2K1H5Korea_01925","O36H5Pakistan_01751","O76O8H9China_00153","O78H4Australia_00410","O78H4Korea_01707","O78H51Korea_02902","O78H9China_00395","O78H9HPVN24_02281","O78H9IMT2125UK_02288","O78US_03052","O82H8Thailand_03616","O8H25Laos_03170","O9H21China_01722"
"ada","","Ada DNA-binding transcriptional dual regulator","21","21","1","52","4889","","","","1064","1064","1064","OH32Brunei_00151","OH5Pakistan_01601","O109H51Pakistan_01890","O16H48Indonesia_02278","O1H7Pakistan_01748","O1K1H7Korea_01853","O25H4Denmark_00357","O2K1H5China_00338","O2K1H5Korea_01874","O36H5Pakistan_01697","O76O8H9China_00103","O78H4Australia_00461","O78H4Korea_01657","O78H51Korea_02952","O78H9China_01944","O78H9HPVN24_02357","O78H9IMT2125UK_02363","O78US_03127","O82H8Thailand_03566","O8H25Laos_03220","O9H21China_01654"
"yfaT","","putative protein","21","21","1","52","4870","","","","623","623","623","OH32Brunei_00170","OH5Pakistan_01584","O109H51Pakistan_01876","O16H48Indonesia_02290","O1H7Pakistan_01730","O1K1H7Korea_01835","O25H4Denmark_00338","O2K1H5China_00356","O2K1H5Korea_01856","O36H5Pakistan_01678","O76O8H9China_00090","O78H4Australia_00480","O78H4Korea_01639","O78H51Korea_02964","O78H9China_01926","O78H9HPVN24_02375","O78H9IMT2125UK_02382","O78US_03145","O82H8Thailand_03554","O8H25Laos_03232","O9H21China_01641"
"nudI","","pyrimidine deoxynucleoside triphosphate pyrophosphohydrolase","21","21","1","52","4843","","","","425","425","425","OH32Brunei_00193","OH5Pakistan_01560","O109H51Pakistan_01857","O16H48Indonesia_02309","O1H7Pakistan_01708","O1K1H7Korea_01813","O25H4Denmark_00316","O2K1H5China_00378","O2K1H5Korea_01834","O36H5Pakistan_01655","O76O8H9China_00072","O78H4Australia_00502","O78H4Korea_01618","O78H51Korea_02983","O78H9China_01905","O78H9HPVN24_02396","O78H9IMT2125UK_02403","O78US_03166","O82H8Thailand_03536","O8H25Laos_03252","O9H21China_01622"
"arnA","","fused UDP-L-Ara4N formyltransferase and UDP-GlcA C-4''-decarboxylase","21","21","1","52","4838","","","","1208","1982","1945","OH32Brunei_00197","OH5Pakistan_01556","O109H51Pakistan_01853","O16H48Indonesia_02313","O1H7Pakistan_01704","O1K1H7Korea_01809","O25H4Denmark_00312","O2K1H5China_00382","O2K1H5Korea_01830","O36H5Pakistan_01651","O76O8H9China_00068","O78H4Australia_00506","O78H4Korea_01614","O78H51Korea_02987","O78H9China_01901","O78H9HPVN24_02400","O78H9IMT2125UK_02408","O78US_03170","O82H8Thailand_03532","O8H25Laos_03256","O9H21China_01618"
"nuoH","","NADH:ubiquinone oxidoreductase, membrane subunit H","21","21","1","52","4810","","","","788","977","968","OH32Brunei_00220","OH5Pakistan_01527","O109H51Pakistan_01829","O16H48Indonesia_02337","O1H7Pakistan_01680","O1K1H7Korea_01785","O25H4Denmark_00288","O2K1H5China_00406","O2K1H5Korea_01806","O36H5Pakistan_01626","O76O8H9China_00045","O78H4Australia_00531","O78H4Korea_01590","O78H51Korea_03010","O78H9China_01876","O78H9HPVN24_02426","O78H9IMT2125UK_02433","O78US_03195","O82H8Thailand_03509","O8H25Laos_03279","O9H21China_01595"
"mnmC","","fused 5-methylaminomethyl-2-thiouridine-forming methyltransferase and FAD-dependent demodification enzyme","21","21","1","52","4719","","","","2006","2006","2006","OH32Brunei_00317","OH5Pakistan_01483","O109H51Pakistan_01785","O16H48Indonesia_02381","O1H7Pakistan_01633","O1K1H7Korea_01738","O25H4Denmark_00243","O2K1H5China_00454","O2K1H5Korea_01759","O36H5Pakistan_01582","O76O8H9China_00001","O78H4Australia_00575","O78H4Korea_01546","O78H51Korea_03054","O78H9China_01832","O78H9HPVN24_02470","O78H9IMT2125UK_02479","O78US_03239","O82H8Thailand_03465","O8H25Laos_03323","O9H21China_01551"
"fadJ","","FadJ monomer","21","21","1","52","4691","","","","2141","2144","2143","OH32Brunei_00333","OH5Pakistan_01467","O109H51Pakistan_01769","O16H48Indonesia_02397","O1H7Pakistan_01617","O1K1H7Korea_01722","O25H4Denmark_00227","O2K1H5China_00470","O2K1H5Korea_01743","O36H5Pakistan_01566","O76O8H9China_02789","O78H4Australia_00591","O78H4Korea_01530","O78H51Korea_03070","O78H9China_01816","O78H9HPVN24_02486","O78H9IMT2125UK_02498","O78US_03255","O82H8Thailand_01204","O8H25Laos_03339","O9H21China_01535"
"yfdV","","YfdV AEC Transporter","21","21","1","52","4669","","","","620","944","925","OH32Brunei_00372","OH5Pakistan_01451","O109H51Pakistan_01750","O16H48Indonesia_02428","O1H7Pakistan_01587","O1K1H7Korea_01643","O25H4Denmark_00199","O2K1H5China_00559","O2K1H5Korea_01662","O36H5Pakistan_01550","O76O8H9China_03270","O78H4Australia_00609","O78H4Korea_01512","O78H51Korea_03142","O78H9China_01796","O78H9HPVN24_02565","O78H9IMT2125UK_02518","O78US_03275","O82H8Thailand_01224","O8H25Laos_03395","O9H21China_01513"
"yfdY","","putative inner membrane protein","21","21","1","52","4661","","","","242","242","242","OH32Brunei_00377","OH5Pakistan_01446","O109H51Pakistan_01745","O16H48Indonesia_02433","O1H7Pakistan_01582","O1K1H7Korea_01638","O25H4Denmark_00194","O2K1H5China_00565","O2K1H5Korea_01657","O36H5Pakistan_01545","O76O8H9China_03265","O78H4Australia_00616","O78H4Korea_01507","O78H51Korea_03148","O78H9China_01791","O78H9HPVN24_02570","O78H9IMT2125UK_02523","O78US_03280","O82H8Thailand_01229","O8H25Laos_03400","O9H21China_01508"
"ypdE","","broad-specificity examinopeptidase","21","21","1","52","4652","","","","671","1037","1019","OH32Brunei_00384","OH5Pakistan_01439","O109H51Pakistan_01738","O16H48Indonesia_02440","O1H7Pakistan_01575","O1K1H7Korea_01631","O25H4Denmark_00187","O2K1H5China_00573","O2K1H5Korea_01650","O36H5Pakistan_01538","O76O8H9China_03258","O78H4Australia_00623","O78H4Korea_01500","O78H51Korea_03155","O78H9China_01783","O78H9HPVN24_02578","O78H9IMT2125UK_02531","O78US_03288","O82H8Thailand_01236","O8H25Laos_03407","O9H21China_01501"
"ypdF","","aminopeptidase","21","21","1","52","4651","","","","968","1085","1062","OH32Brunei_00385","OH5Pakistan_01438","O109H51Pakistan_01737","O16H48Indonesia_02441","O1H7Pakistan_01574","O1K1H7Korea_01630","O25H4Denmark_00186","O2K1H5China_00574","O2K1H5Korea_01649","O36H5Pakistan_01537","O76O8H9China_03257","O78H4Australia_00624","O78H4Korea_01499","O78H51Korea_03156","O78H9China_01782","O78H9HPVN24_00779","O78H9IMT2125UK_02532","O78US_03289","O82H8Thailand_01237","O8H25Laos_03408","O9H21China_01500"
